Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness ,Temperature,Good Taste ,Good Quantity,Output,Reviews
21.88030061323169,Female,Married,Student,No Income,Graduate,3.04404852687328,12.977885312251432,77.57536151487629,560008.2418962296,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Agree,Neutral,Strongly agree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Agree,Disagree,Yes,Important,Very Important,Important,Very Important,Very Important,Important,Important,Important,Yes,Best best fast fast quick quick
24.139073375937066,Male,Single,Student,10001 to 25000,Graduate,2.9514155681462655,12.981723294924347,77.61104661002756,560043.2865322351,Food delivery apps, Direct call,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Sweets,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Neutral,Agree,Strongly disagree,Neutral,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Disagree,Agree,Agree,Neutral,No,Slightly Important,Moderately Important,Important,Important,Important,Moderately Important,Moderately Important,Moderately Important,Yes,Slow delivery and I avoid ordering from poor rated restaurant
23.321698694479284,Female,Single,Self Employeed,No Income,Post Graduate,1.9618574349844489,12.980812259932394,77.6011580998104,560001.0,Food delivery apps, Walk-in,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Strongly agree,Neutral,Strongly disagree,Agree,Strongly agree,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Strongly disagree,Disagree,Neutral,Strongly agree,Agree,Neutral,Strongly disagree,Maybe,Weekend (Sat & Sun),More than 60 minutes,Agree,Strongly Agree,Neutral,Agree,Agree,Yes,Important,Unimportant,Moderately Important,Important,Important,Important,Moderately Important,Moderately Important,Yes,Nil
22.89537157346362,Male,Single,Employee,More than 50000,Graduate,3.9645284204611877,12.984294190902606,77.70984594372784,560048.4802566726,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Disagree,Strongly disagree,No,Weekdays (Mon-Fri),45 minutes,Strongly Agree,Strongly disagree,Strongly disagree,Neutral,Agree,Yes,Slightly Important,Moderately Important,Moderately Important,Important,Moderately Important,Slightly Important,Very Important,Slightly Important,Yes,NIL
22.128929072174994,Male,Prefer not to say,Employee,No Income,Post Graduate,4.997100676411904,12.9850409235847,77.55575887714542,560009.9555574816,Food delivery apps, Web browser,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Strongly disagree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Neutral,Strongly disagree,Neutral,Yes,Important,Important,Important,Slightly Important,Slightly Important,Important,Very Important,Very Important,Yes,Nil
22.805707653515437,Male,Single,Employee,Below Rs.10000,Graduate,2.020566068275808,12.978385648590127,77.57431454523555,560011.9121658972,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Strongly agree,Agree,Disagree,Neutral,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Neutral,Agree,Neutral,Agree,Yes,Important,Important,Important,Important,Important,Slightly Important,Very Important,Very Important,Yes,Nil
23.1427204217131,Male,Married,Student,No Income,Post Graduate,5.015633442484189,12.89989288004342,77.57326273334039,560079.7549042468,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Neutral,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Neutral,Strongly disagree,Maybe,Anytime (Mon-Sun),45 minutes,Strongly Agree,Agree,Neutral,Agree,Agree,Maybe,Very Important,Important,Very Important,Important,Very Important,Very Important,Important,Very Important,Yes,I had few health issues after consuming delivered food. Restaurants need to improve their quality and delivery people should delivery it without tampering which might lead to contamination of food
19.997728357562195,Female,Prefer not to say,Employee,Below Rs.10000,Post Graduate,3.942405232521442,12.972448604759697,77.59875309761398,560001.0,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Agree,Neutral,Agree,Yes,Important,Slightly Important,Very Important,Very Important,Moderately Important,Important,Very Important,Very Important,Yes,I expect the food that is being delivered to be hot and fresh
24.122717919351572,Female,Prefer not to say,Student,No Income,Graduate,2.868609465318449,12.981514509839352,77.57727526396518,560010.0878682291,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Strongly disagree,Agree,Strongly agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Strongly disagree,Agree,Agree,Neutral,Disagree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),15 minutes,Strongly Agree,Agree,Disagree,Neutral,Disagree,Maybe,Important,Very Important,Moderately Important,Important,Very Important,Moderately Important,Important,Very Important,Yes,I would avoid restaurants which has less rating 
22.076671529633824,Female,Single,Student,No Income,Ph.D,3.0164063691920546,12.957254231093032,77.66368228427585,560018.1745242137,Food delivery apps, Direct call,Lunch, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Neutral,Yes,Important,Important,Important,Important,Moderately Important,Very Important,Very Important,Slightly Important,No,All good with the service.
22.097797964422934,Male,Single,Self Employeed,25001 to 50000,Graduate,6.000645807062368,12.945122542466969,77.56434002247467,560018.6434628713,Food delivery apps, Walk-in,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Strongly agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Maybe,Weekend (Sat & Sun),15 minutes,Disagree,Agree,Agree,Neutral,Strongly Agree,Yes,Important,Important,Important,Very Important,Moderately Important,Important,Important,Slightly Important,Yes,"Tracking system needs to be improved, sometimes the delivery guy is still and doesn't show his movements"
21.868977805621775,Male,Single,Student,No Income,Post Graduate,3.906538712757545,12.988381210347345,77.5521146659606,560010.5062079837,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Very Important,Important,Moderately Important,Moderately Important,Important,Moderately Important,Moderately Important,Moderately Important,Yes,Food needs to have good quality. It leads me to give higher rating
27.19895907383002,Female,Married,Student,More than 50000,School,1.9583035040159271,12.925652081765525,77.68609348068381,560102.2046541738,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Maybe,Weekend (Sat & Sun),45 minutes,Disagree,Strongly Agree,Agree,Agree,Neutral,Yes,Important,Slightly Important,Important,Important,Important,Moderately Important,Important,Important,No,I love ordering online
21.986859688046057,Female,Married,Self Employeed,No Income,Post Graduate,2.9050036466211737,12.974758676331861,77.5704582735467,560007.8607617922,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Strongly agree,Disagree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Agree,No,Important,Very Important,Very Important,Important,Slightly Important,Moderately Important,Moderately Important,Very Important,Yes,Nil
24.22322913321691,Female,Married,Employee,25001 to 50000,Graduate,3.025096465878855,12.97965213115988,77.61624824545841,560042.6243083763,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Neutral,Disagree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Neutral,Strongly disagree,Agree,Neutral,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Disagree,Neutral,Neutral,Agree,Yes,Important,Important,Moderately Important,Very Important,Slightly Important,Important,Important,Very Important,Yes,NIL
23.063330818279898,Female,Single,Employee,No Income,Post Graduate,1.9981829682440704,12.972206793759826,77.59802549712563,560002.040722263,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Disagree,Agree,Disagree,Agree,Maybe,Very Important,Important,Moderately Important,Important,Important,Important,Important,Important,Yes,Nil
23.260956519357656,Male,Single,Employee,25001 to 50000,Post Graduate,4.010945605255367,12.984658885227173,77.7085806249436,560050.8110605151,Food delivery apps, Walk-in,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Neutral,Strongly disagree,Neutral,Strongly agree,Disagree,Agree,Strongly agree,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Disagree,Agree,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Neutral,Yes,Slightly Important,Moderately Important,Important,Very Important,Very Important,Important,Very Important,Moderately Important,Yes,I would avoid restaurants which has less rating 
22.089315047683307,Female,Married,Employee,10001 to 25000,Post Graduate,5.035116250934025,12.985425207661178,77.55337656074943,560008.4324989464,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Maybe,Anytime (Mon-Sun),30 minutes,Neutral,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Important,No,560075
22.972384809877756,Male,Married,Employee,No Income,Graduate,2.0740513638256095,12.977358790129111,77.57993504998242,560007.2364658059,Food delivery apps, Walk-in,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Strongly agree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Strongly disagree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Maybe,Anytime (Mon-Sun),60 minutes,Agree,Agree,Strongly Agree,Agree,Neutral,Yes,Important,Very Important,Important,Important,Slightly Important,Very Important,Important,Very Important,Yes,Nil
23.209128303842572,Male,Single,Employee,25001 to 50000,Post Graduate,5.012023779287394,12.899090021743746,77.57550470539105,560077.2223417509,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Agree,Neutral,Disagree,Disagree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Disagree,Strongly disagree,Agree,Agree,Maybe,Important,Very Important,Important,Slightly Important,Very Important,Very Important,Very Important,Important,No,I appreciate the efforts of hardworking delivery people
21.020577755459218,Female,Single,Student,No Income,Ph.D,4.041555966680377,12.977116963020775,77.57941292372345,560009.9627086142,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Neutral,Agree,Strongly Agree,Neutral,Agree,Yes,Slightly Important,Important,Important,Very Important,Important,Important,Very Important,Very Important,Yes,Good so far
23.080055906109692,Male,Married,Employee,More than 50000,Post Graduate,5.122879355222412,12.941171901918853,77.5747363575309,560007.1521596521,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Strongly agree,Neutral,Neutral,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Neutral,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Agree,Agree,Agree,Yes,Slightly Important,Very Important,Important,Important,Very Important,Important,Important,Very Important,Yes,I had bad experience with delivery person. They need to be polite
24.01327892923467,Female,Single,Student,Below Rs.10000,Post Graduate,6.065291811161112,12.888182240792874,77.64021474439727,560068.2223920928,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Disagree,Neutral,Neutral,Yes,Moderately Important,Important,Moderately Important,Very Important,Very Important,Very Important,Unimportant,Important,Yes,"Nil
"
27.91951970967821,Male,Prefer not to say,Employee,25001 to 50000,Post Graduate,2.014741466985642,12.972180706110688,77.64052246508496,560036.6465047322,Food delivery apps, Direct call,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Disagree,Strongly agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,No,Anytime (Mon-Sun),60 minutes,Disagree,Agree,Agree,Agree,Agree,Yes,Very Important,Moderately Important,Very Important,Important,Very Important,Very Important,Very Important,Important,Yes,Nil
22.976281148981297,Female,Single,Student,25001 to 50000,Post Graduate,3.010587967362978,12.984401434971026,77.624292070743,560006.2116844633,Food delivery apps, Web browser,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Disagree,Neutral,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Neutral,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Slightly Important,Important,Important,Moderately Important,Very Important,Important,Yes,Language barrier is also one major issue. Moslty these delivery boys are only familiar with Kanada which creates a problem while addressing any issue.
25.105879131546804,Female,Single,Self Employeed,No Income,Graduate,3.943986137223154,12.899010456179317,77.57597422537008,560077.0855600794,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Neutral,Neutral,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Neutral,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Important,Important,Important,Moderately Important,Moderately Important,Moderately Important,Very Important,Moderately Important,Yes,NIL
21.144638517019633,Male,Single,Student,25001 to 50000,Post Graduate,1.0,12.978451981242845,77.63981844811073,560038.3601229357,Food delivery apps, Walk-in,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Bakery items (snacks),Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,No,Anytime (Mon-Sun),30 minutes,Agree,Agree,Neutral,Strongly Agree,Neutral,Maybe,Important,Moderately Important,Important,Important,Important,Important,Important,Important,No,Nil
